"Client Dealer ID","Dealer Name","State","Assigned Rep","Current Demand Bucket","Pattern Type","Urgency Status","Confidence Score %","Post-Visit Lift %","Organic Ratio %","2025+ Visits","2025+ Applications","2025+ Approvals","2025+ Approval Rate %","2025+ Booked Loans","2025+ Booked Volume ($)","2025+ Look-To-Book %","2025+ Yield Per Visit ($)","Last Visit Date","Days Since Last Visit","Last App Date","Days Since Last App","Last Booked Date","Days Since Last Booked","Last 90D Apps (Summer 2026)","Last 90D Bookings","Last 90D Booked Volume ($)","Last 180D Apps (2026 YTD)","Last 180D Bookings","Last 180D Booked Volume ($)","Current Activity Recency Status","Decision Rationale & Flags"
"TX554","RV Sales - TX554","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","94","4","96","0","34","20","59","19","383927.89","56","0","Never","Never","2026-08-15","6","2026-08-20","1","8","6","132214.39","17","10","211346.58000000002","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 94%). | Rooftop generates steady, high-volume funded loans organically ($384K across 19 deals) with only 1 lifetime visit. | 96% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"WY105","Smith RV - WY105","WY","Dan Zilberchtein","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","65","78","22","0","63","4","6","2","77803.75","3","0","Never","Never","2026-08-10","11","2026-04-20","123","19","0","0","44","1","17187.5","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 65%). | Rooftop generates steady, high-volume funded loans organically ($78K across 2 deals) with only 1 lifetime visit. | 22% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"VA110","A and L RV SALES - RICHMOND - VA110","VA","Jeff Smith","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","6","6","0","0","0","0","0","0","2025-08-11","374","2026-06-22","60","2023-07-28","1120","2","0","0","6","0","0","Active (Last 90D)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 7 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 7 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"GA127","N and C MARINE - GA127","GA","Jeff Smith","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","6","7","1","14","0","0","0","0","2025-07-29","387","2026-07-15","37","Never","Never","2","0","0","4","0","0","Active (Last 90D)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 7 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 7 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"GA157","Blue Compass RV - Macon - GA157","GA","Jeff Smith","HIGH_TLC","spike_and_decay","on_track","98","100","0","0","79","14","18","6","395027.79999999993","8","0","Never","Never","2026-08-20","1","2026-08-19","2","39","3","246955.27999999997","66","6","395027.79999999993","Active (Last 90D)","Classified as High TLC / Visit-Dependent (Confidence 98%). | 100% of all lifetime funded loan volume ($395K across 6 booked deals) occurred exclusively within active in-person visit envelopes. | Funded loan production flatlines to zero during unvisited gaps. | Why this rule applied: 0 independent Spike & Decay cycles verified across multi-year history. | Recommendation: Enforce strict 30–45 day in-person route cadence. Currently 13 days unvisited."
"WI124","Link Ford and RV, LLC - Minong -WI124","WI","Dan Zilberchtein","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","78","42","58","2","27","5","19","3","161239.16999999998","11","80620","2025-08-28","357","2026-08-10","11","2026-06-08","74","12","2","68024.08","17","3","161239.16999999998","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 78%). | Rooftop generates steady, high-volume funded loans organically ($161K across 3 deals) with only 5 lifetime visits. | 58% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"ENE102","Sealand Marine - ENE102","NE","S1 House","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","80","0","100","0","20","7","35","5","206326.43","25","0","Never","Never","2026-07-24","28","2026-07-28","24","3","1","51757","8","2","67297.5","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 80%). | Rooftop generates steady, high-volume funded loans organically ($206K across 5 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"GA128","SOUTHERN RV INC - GA128","GA","Jeff Smith","COMFORT_STOP","underwriting_friction","not_monitored","98","55","45","40","112","18","16","7","370186.05","6","9255","2025-10-02","322","2026-08-20","1","2026-06-12","70","33","2","78710.44","55","4","149453.64","Active (Last 90D)","Classified as Underwriting / Credit Box Review (Confidence 98%). | Field rep logged 45 in-person visits and successfully generated 112 application submissions. | Why this rule applied: 112 apps submitted but only 7 booked ($370K volume) due to low conversion (16% approved). Rep is driving dealership adoption, but applicant credit tier requires lender review. | Recommendation: Do not penalize sales rep. Coordinate with Underwriting / Lender Management to review credit tier guidelines."
"EGA110","Atlanta Marine, Inc - EGA110","GA","S1 House","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","79","0","100","0","43","4","9","4","146156.64","9","0","Never","Never","2026-08-07","14","2026-07-10","42","21","3","125354.76000000001","40","4","146156.64","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 79%). | Rooftop generates steady, high-volume funded loans organically ($146K across 4 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"AZ363","Blue Compass RV - Surprise - AZ363","AZ","Ericka Dominguez","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","76","0","100","0","22","2","9","1","75318.64","5","0","Never","Never","2026-08-20","1","2026-01-07","226","10","0","0","14","0","0","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 76%). | Rooftop generates steady, high-volume funded loans organically ($75K across 1 deals) with only 1 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"TX500","Ron Hoover - San Antonio - TX500","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","34","66","13","183","48","26","36","1467061.07","20","112851","2025-12-03","260","2026-08-17","4","2026-08-17","4","39","6","248168.01","69","15","572087.05","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($1.47M across 36 deals) with only 15 lifetime visits. | 66% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"FL325","Ashley Marine LLC - Pensacola - FL325","FL","Ward Stoutimore","HIGH_TLC","strategic_tlc","overdue","98","86","14","0","58","19","33","13","792562.9","22","0","Never","Never","2026-08-15","6","2026-08-03","18","21","6","460188.74","47","11","709305.49","Active (Last 90D)","Classified as Strategic High TLC (Confidence 98%). | High-Volume Enterprise Account: $793K in funded volume across 13 deals with 86% generated directly inside visit windows. | Why this rule applied: High revenue magnitude justifies proactive regular field maintenance to protect core production. | Recommendation: Maintain continuous 30–45 day executive relationship touch."
"OH160","KNOX MARINE LTD - OH160","OH","Janet Harrington","COMFORT_STOP","empty_friction","not_monitored","98","50","50","30","13","9","69","9","459568","69","15319","2025-08-11","374","2026-07-17","35","2026-08-07","14","5","3","167193.97999999998","11","7","287391.52999999997","Active (Last 90D)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 34 in-person visits across multiple quarters, resulting in only $460K across 9 deal. | Why this rule applied: Extremely low yield ($14K/visit) across 34 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"MI460","Blue Compass RV - Auburn Hills - MI460","MI","Dan Zilberchtein","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","83","9","91","0","58","9","16","8","430169.17999999993","14","0","Never","Never","2026-08-08","13","2026-08-06","15","23","3","105528.82","43","6","218335.03999999998","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 83%). | Rooftop generates steady, high-volume funded loans organically ($430K across 8 deals) with only 1 lifetime visit. | 91% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"IN207","WALNUT RIDGE FAMILY RV SALES- Memphis-IN207","IN","Janet Harrington","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","83","29","71","4","75","13","17","8","350066.01","11","87517","2025-11-04","289","2026-08-18","3","2026-06-29","53","21","2","100587","48","4","186446.4","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 83%). | Rooftop generates steady, high-volume funded loans organically ($350K across 8 deals) with only 9 lifetime visits. | 71% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"PA133","Juniata Valley RV- PA133","PA","Janet Harrington","COMFORT_STOP","empty_friction","not_monitored","98","19","81","16","52","13","25","7","290715.77999999997","13","18170","2025-12-01","262","2026-08-10","11","2026-04-28","115","6","0","0","18","1","52112.4","Active (Last 90D)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 22 in-person visits across multiple quarters, resulting in only $291K across 7 deal. | Why this rule applied: Extremely low yield ($13K/visit) across 22 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"OK151","Blackbeard Marine Kingston -OK151","OK","Jeff Weller","SELF_SUFFICIENT","catalytic_activation","dormant","88","6","94","4","81","17","21","13","817787.1100000001","16","204447","2025-02-13","553","2026-08-13","8","2026-06-07","75","35","2","330617.97","54","7","594206.37","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 88%). | Rooftop generates steady, high-volume funded loans organically ($818K across 13 deals) with only 4 lifetime visits. | 94% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in. | 🚀 Catalytic Activation: A single onboarding visit unlocked permanent, sustained organic flow. | 💤 Inactive / Dormant Status: Unvisited for 554 days (last visit was Feb 13, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
